,hotel,star,review,preprocessed_review,date,star_label,helpful,sentiment
1927,신화관 제주 신화월드 호텔앤리조트,4.0,"깨끗하고 마음에 들어요 ㅎㅎ
근데 너무 관이 많아서 찾기가 힘드럿어요",깨끗하고 마음에 들어요 근데 너무 관이 많아서 찾기가 힘드럿어요,2020-07-19,1.0,1.0,긍정
1928,신화관 제주 신화월드 호텔앤리조트,5.0,너무 좋았어요 신혼여행으로 갔는데 다음엔 무조건 연박으로 가야될거 같아요 조식도 맛있고 잘쉬다 갑니다.,너무 좋았어요 신혼여행으로 갔는데 다음엔 무조건 연박으로 가야 될 거 같아요 조식도 맛있고 잘 쉬다 갑니다,2020-07-19,1.0,1.0,긍정
1929,신화관 제주 신화월드 호텔앤리조트,5.0,숙소도 너무 청결하고 조식도 매우 맛있었습니다.,숙소도 너무 청결하고 조식도 매우 맛있었습니다,2020-07-18,1.0,1.0,긍정
1930,신화관 제주 신화월드 호텔앤리조트,5.0,쾌적 청결 친절 그 자체에요,쾌적 청결 친절 그 자체에요,2020-07-17,1.0,1.0,긍정
1931,신화관 제주 신화월드 호텔앤리조트,5.0,5성호텔이라 확실히 좋았습ㄴ다,성호텔이라 확실히 좋았습니다,2020-07-17,1.0,0.0,긍정
1932,신화관 제주 신화월드 호텔앤리조트,5.0,최고 그자체 그치만 프로모션에 워터월드 이용가능인데.. 가니까 입장료 따로 계산해야되더라구요,최고 그 자체 그렇지만 프로모션에 워터월드 이용 가능인데 가니까 입장료 따로 계산해야 되더라고요,2020-07-13,1.0,0.0,긍정
1933,신화관 제주 신화월드 호텔앤리조트,5.0,"프로모션에 워터월드 22,000원 따로계산이라고 적어주시면 감사드리겠습니다. 다 재밌었어요~~",프로모션에 워터월드 원 따로 계산이라고 적어주시면 감사드리겠습니다 다 재밌었어요,2020-07-13,1.0,0.0,긍정
1934,신화관 제주 신화월드 호텔앤리조트,5.0,진짜 2번째 방문인데 너무 좋아요 굿굿,진짜 번째 방문인데 너무 좋아요 굿굿,2020-07-12,1.0,0.0,긍정
1935,신화관 제주 신화월드 호텔앤리조트,5.0,흡연구역이 너무 멀었어요 ㅠㅠㅠㅠㅠ 그래도 편히 잘 쉬다 갑니ㅏ,흡연구역이 너무 멀었어요  그래도 편히 잘 쉬다 가보니,2020-07-11,1.0,1.0,긍정
1936,신화관 제주 신화월드 호텔앤리조트,5.0,"제주공항에 내릴때 비가와서 첫날부터 기분이 다운되어 있었는데 숙소에 도착해 차에서 내릴때부터 기분이 좋아졌습니다. 직원분들이 너무 친절하셔서 아주 기분좋게 여행을 시작할 수 있었습니다. 정말 세상 1등 친절입니다. 방도 업그레이드 해주셨고, 방음이 안된다는 후기가 있어 걱정했지만, 지내면서 신경쓰일정도는 아니였습니다. 가격대비 너무 기분좋게 지내다 왔습니다. 조식도 맛있었습니다.",제주공항에 내릴 때 비가 와서 첫날부터 기분이 다운되어 있었는데 숙소에 도착해 차에서 내릴 때부터 기분이 좋아졌습니다 직원분들이 너무 친절하셔서 아주 기분 좋게 여행을 시작할 수 있었습니다 정말 세상 등 친절입니다 방도 업그레이드해주셨고 방음이 안된다는 후기가 있어 걱정했지만 지내면서 신경 쓰일 정도는 아니었습니다  구성비  너무 기분 좋게 지내다 왔습니다 조식도 맛있었습니다,2020-07-09,1.0,1.0,긍정
1937,신화관 제주 신화월드 호텔앤리조트,5.0,"나가기 직전에 찍은거라 사진이 조금 그렇지만 너무 잘놀고 잘먹다가요. 직원분들이 엄청엄청 친절하시고 청결도도 너무 만족스러웠습니다. 여행에서 숙소(청결도)를 가장 중요하게 생각해서 신중하게 알아보고 선택한건데 정말 잘 예약한 것 같아요. 뭐하나 찝찝한 것 없이 전부 청결했어요 매일 청소도 잘해주셨구요! 조식도 음식들이 신선해보였고 다 맛있었는데 다만 사람들이 많다보니 접시를 하도 빨리 치워주셔서.. 다 안먹었는데 새로 떠서 와보니 간 줄알고 자리가 사라져 있더라구요 바로 다시 안내해 주시긴 했는데 그거말곤 너무 만족스러운 곳이었어요 ~~ 그리고 신화관에 머무르면 다른 편의시설(편의점,음식점 등) 하고 거리가 좀 돼서 뭐 사려면 밖에서 미리 사오시거나 하는게 나을 수도 있을 것 같았어요. 근데 안에 뭐가 워낙 많고 스타벅스도 있었고 ㅋㅋ 여러모로 잘되어있어서 하루정도는 여기 안에서만 놀아도 될 것 같더라구요 암튼 잘놀다갑니다!",나가기 직전에 찍은 거라 사진이 조금 그렇지만 너무 잘 놀고 잘 먹다가 요 직원분들이 엄청 엄청 친절하시고 청결도 도 너무 만족스러웠습니다 여행에서 숙소 청결도를 가장 중요하게 생각해서 신중하게 알아보고 선택한 건데 정말 잘 예약한 것 같아요 뭐하나 찝찝한 것 없이 전부 청결했어요 매일 청소도 잘해주셨고요 조식도 음식들이 신선해 보였고 다 맛있었는데 다만 사람들이 많다 보니 접시를 하도 빨리 치워주셔서 다 안 먹었는데 새로 떠서 와보니 간 줄 알고 자리가 사라져 있더라고요 바로 다시 안내해 주시긴 했는데 그거 말곤 너무 만족스러운 곳이었어요  그리고 신화관에 머무르면 다른 편의시설 편의점 음식점 등 하고 거리가 좀 돼서 뭐 사려면 밖에서 미리 사 오시거나 하는 게 나을 수도 있을 것 같았어요 근데 안에 뭐가 워낙 많고 스타벅스도 있었고  여러모로 잘 되어있어서 하루 정도는 여기 안에서만 놀아도 될 것 같더라고요 암튼 잘 놀다 갑니다,2020-07-09,1.0,1.0,긍정
1938,신화관 제주 신화월드 호텔앤리조트,5.0,너무 이뻐용 ㅎㅎㅎㅎㅎ 수영장도 이뻐용,너무 이뻐요  수영장도 이뻐요,2020-07-07,1.0,0.0,긍정
1939,신화관 제주 신화월드 호텔앤리조트,5.0,제주도 초등학교때 이후로 처음 여행가는거였는데 첫째날 머무를 숙소알아보다가 수영장 풍경도 좋고 객실도 너무 마음에들어서 예약했습니다. 진짜 다음에 제주도 명소 안돌아다니고 비행기만타고 호캉스하러 올정도로 만족했습니다ㅠㅠ 첫날 신화호텔에서 머무르는 바람에 그뒤에 머무른 호텔들이 너무 아쉽게느껴졌어요ㅠㅠ남자친구랑 하루종일 신화호텔을 마지막날로 예약할걸 하고 궁시렁거렸네요ㅋㅋㅋㅋㅋ그만큼 진짜 쾌적했고 진짜 호텔이름 그대로 '월드' 란 말이 정확한거같아요ㅎㅎ 엄청넓고 놀거리 다있는거 같아요.. 행복한 하루 보냈어요!! 감사합니다~,제주도 초등학교 때 이후로 처음 여행 가는 거였는데 첫째 날 머무를 숙소 알아보다가 수영장 풍경도 좋고 객실도 너무 마음에 들어서 예약했습니다 진짜 다음에 제주도 명소 안 돌아다니고 비행기만 타고 호캉스하러 올 정도로 만족했습니다 첫날 신화 호텔에서 머무르는 바람에 그 뒤에 머무른 호텔들이 너무 아쉽게 느껴졌어요 남자친구랑 하루 종일 신화 호텔을 마지막 날로 예약할 걸 하고 구시렁거렸네요 그만큼 진짜 쾌적했고 진짜 호텔 이름 그대로 월드 란 말이 정확한 거 같아요 엄청 넓고 놀 거리다 있는 거 같아요 행복한 하루 보냈어요 감사합니다,2020-07-06,1.0,1.0,긍정
1940,신화관 제주 신화월드 호텔앤리조트,5.0,와 진짜 개쩔어요 비싸지도않지만 돈좀쓰고 여기오면 여행 끝,와 진짜 개쩔어요 비싸지도 않지만 돈 좀 쓰고 여기 오면 여행 끝,2020-07-06,1.0,1.0,긍정
1941,신화관 제주 신화월드 호텔앤리조트,5.0,"신화월드 모든 관이 붙어있어있어서 찾는데 좀 헷갈린거 빼고는 아주 만족했다고 합니다. 
조식도 아주 흡족👍
쿠폰까지 잘 사용해서 잘 다녀온거 같아요!!",신화 월드 모든 관이 붙어있어있어서 찾는데 좀 헷갈린 거 빼고는 아주 만족했다고 합니다 조식도 아주 흡족 쿠폰까지 잘 사용해서 잘 다녀온 거 같아요,2020-07-06,1.0,1.0,긍정
1942,신화관 제주 신화월드 호텔앤리조트,5.0,"너무 잘 다녀왔어요. 
다음에 제주도 간다면 이곳으로 갈거에용!",너무 잘 다녀왔어요 다음에 제주도 간다면 이곳으로 갈 거에 용,2020-07-06,1.0,0.0,긍정
1943,신화관 제주 신화월드 호텔앤리조트,5.0,체크인이 조금 늦었지만 시설도 깔끔하고 리조트 내에 볼거리들도 많아서 좋았습니다~,체크인이 조금 늦었지만 시설도 깔끔하고 리조트 내에 볼거리들도 많아서 좋았습니다,2020-07-05,1.0,1.0,긍정
1944,신화관 제주 신화월드 호텔앤리조트,5.0,"두번째 스테이입니다
메리어트관 신화관 각각머물렀었는데 객실은 동일한 인테리어였습니다 직원모두 너무친절하시고 5월이랑달리 지금 신화월드는 풀북이네요 코로나로 제주로많이 오시는듯합니다 재방문의사있어요",두 번째 스테이입니다 메리어트 관 신화관 각각 머물렀었는데 객실은 동일한 인테리어였습니다 직원 모두 너무 친절하시고 월이랑 달리 지금 신화 월드는 물 북이네요 코로나로 제주로 많이 오시는듯합니다 재방문 의사 있어요,2020-07-04,1.0,1.0,긍정
1945,신화관 제주 신화월드 호텔앤리조트,5.0,잘쉬다갓어요 ㅠ 좋네요 정말,잘 쉬다 갔어요  좋네요 정말,2020-07-03,1.0,0.0,긍정
1946,신화관 제주 신화월드 호텔앤리조트,4.0,가성비는 좋은데 끝방걸려서 동선이 넘무 ㅋㅋ, 구성비 는 좋은데 끝방 걸려서 동선이 너무,2020-07-02,1.0,0.0,긍정
1947,신화관 제주 신화월드 호텔앤리조트,5.0,서비스나 컨시지어 모두 너무 친절하고 좋았어요 다음에 제주 오게 되면 꼭 재방문할 생각입니다,서비스나 컨시 지어 모두 너무 친절하고 좋았어요 다음에 제주 오게 되면 꼭 재방문할 생각입니다,2020-07-02,1.0,1.0,긍정
1948,신화관 제주 신화월드 호텔앤리조트,4.0,직원들이 너무 친절해서 좋았어요 수영장엔 사람이 너무 많아서 이용 안하고 나왔구요 조식은 쏘쏘..가격대비 훌륭한 곳이라 생각합니다,직원들이 너무 친절해서 좋았어요 수영장엔 사람이 너무 많아서 이용 안 하고 나왔고요 조식은 쏘 쏘  구성비  훌륭한 곳이라 생각합니다,2020-07-01,1.0,1.0,긍정
1949,신화관 제주 신화월드 호텔앤리조트,5.0,"이불 이물질 뭍어있음. 체크인 당시에 당혹스러움
워크맨 영상과 다소다름 충격적임.

스카이풀 이용하려 예약했는데 천둥친다고안된다고함..
그래놓고 폐쇄.... 서머셋가라고함...개멈...더보기",이불 이물질 묻어있음 체크인 당시에 당혹스러움 워크맨 영상과 다소 다름 충격적임 스 카이 풀 이용하려 예약했는데 천둥 친다고 안된다고 함 그래놓고 폐쇄 서머셋가라고함개멈더보기,2020-07-01,1.0,1.0,긍정
1950,신화관 제주 신화월드 호텔앤리조트,5.0,"깔끔해요 친절한 직원분들덕분에
기분좋게 머무르다 갔어요
다행히 아직 비성수기라서 호텔 내 워터파크에서도 
넘 신나게 놀았어요
외국인 전용 카지노도 있더라구요
못들어가서 아쉽..!!더보기",깔끔해요 친절한 직원분들 덕분에 기분 좋게 머무르다 갔어요 다행히 아직 비성수기라서 호텔 내 워터파크에서도 너무 신나게 놀았어요 외국인 전용 카지노도 있더라고요 못 들어가서 아쉽다 보기,2020-07-01,1.0,1.0,긍정
1951,신화관 제주 신화월드 호텔앤리조트,5.0,제주도의 시작을 최고로 할 수 있었어요!!! 정말 감사합니다ㅎㅎㅎㅎ,제주도의 시작을 최고로 할 수 있었어요 정말 감사합니다,2020-07-01,1.0,0.0,긍정
1952,신화관 제주 신화월드 호텔앤리조트,5.0,시설도 깨끗하고 편안하게 쉬고 갑니다.,시설도 깨끗하고 편안하게 쉬고 갑니다,2020-07-01,1.0,1.0,긍정
1953,신화관 제주 신화월드 호텔앤리조트,5.0,"조식은 과일정도만 먹을만했구요 
기대이하 ㅎ 신화관이라서 그런건지  싶었네요ㅠㅠ
패밀리 트윈 이틀 묵었는데 가끔 냄새얘기 있어서
걱정했는데 그런건 없었구요 방컨디션은 좋았어요 
넓어서 걸어다니기 좀 힘든거 빼곤 가격대비 
괜찮았어요더보기",조식은 과일 정도만 먹을만했고요 기대 이하  신화관이라서 그런 건지  싶었네요 패밀리 트윈 이틀 묵었는데 가끔 냄새 얘기 있어서 걱정했는데 그런 건 없었고요 밤 컨디션은 좋았어요 넓어서 걸어 다니기 좀 힘든 거 빼곤  구성비  괜찮았어요 ,2020-06-30,1.0,1.0,긍정
1954,신화관 제주 신화월드 호텔앤리조트,5.0,"다음엔 차렌트안하고 호텔공항셔틀버스
이용해서 안에서만 호캉스하고 하루이틀
묵어도 괜찮을듯 해요",다음엔 차 렌트 안 하고 호텔 공항 셔틀버스 이용해서 안에서만 호캉스하고 하루 이틀 묵어도 괜찮을듯해요,2020-06-30,1.0,1.0,긍정
1955,신화관 제주 신화월드 호텔앤리조트,4.0,비가 엄청났지만 호텔내수영장이용 잘했어요~~,비가 엄청났지만 호텔 내 수영장 이용 잘했어요,2020-06-27,1.0,0.0,긍정
1956,신화관 제주 신화월드 호텔앤리조트,4.0,"중문에서 거리가 좀있어요
호텔에 식당들도 있어요
잘머물렀어요",중문에서 거리가 좀 있어요 호텔에 식당들도 있어요 잘 머물렀어요,2020-06-27,1.0,1.0,긍정
1957,신화관 제주 신화월드 호텔앤리조트,5.0,"여긴 진짜 최고네요.
룸도 주니어스위트로 업그레이드 해줘서 너무 편하게 잘 쉬다 왔습니다.",여긴 진짜 최고네요 룸도 주니어 스위트로 업그레이드해줘서 너무 편하게 잘 쉬다 왔습니다,2020-06-27,1.0,1.0,긍정
1958,신화관 제주 신화월드 호텔앤리조트,5.0,"5성급 호텔인데 가격도 합리적이고 청결해서 너무 좋았습니다!
직원분들도 친절하고 편의시설이 많아서 좋았어요",성급 호텔인데 가격도 합리적이고 청결해서 너무 좋았습니다 직원분들도 친절하고 편의시설이 많아서 좋았어요,2020-06-26,1.0,1.0,긍정
1959,신화관 제주 신화월드 호텔앤리조트,5.0,너무 재밌게 잘 놀다왔어요 또 갈거에요 ㅜㅜㅜ,너무 재밌게 잘 놀다 왔어요 또 갈 거예요,2020-06-25,1.0,0.0,긍정
1960,신화관 제주 신화월드 호텔앤리조트,5.0,"모든 시설이 다 좋았지만..
조식을 먹을때 대기줄이 있었고 40분을 기다렸음ㅜㅜ",모든 시설이 다 좋았지만 조식을 먹을 때 대기 줄어 있었고 분을 기다렸음,2020-06-24,1.0,1.0,긍정
1961,신화관 제주 신화월드 호텔앤리조트,5.0,아이와함께 머물기 좋았습니다,아이와 함께 머물기 좋았습니다,2020-06-22,1.0,0.0,긍정
1962,신화관 제주 신화월드 호텔앤리조트,4.0,직원분들이 너무 친절하십니다 최고,직원분들이 너무 친절하십니다 최고,2020-06-22,1.0,1.0,긍정
1963,신화관 제주 신화월드 호텔앤리조트,1.0,"다시는 여기 안옵니다. 화려하기만 하지 중국호텔이랑 똑같이 거지같네요.
신화관 디럭스킹으로 예약했는데 오버부킹했는데 말로는 개소리로 메리어트관으로 업그레이드 해준다고 떠들어댑니다.
주차한거 다시 다 옮기고 체크인 하는것도 느려서 2-30분 기다렸더니 1층(남들 걸어다니는거 다보이는 일반실, 수영장 연결 같은 좋은곳 절대아님) 으로 똑같은 평수 주면서 하는 말이 식당은 멀리 떨어져있는 원래 관 이용하라고 하네요. 장난하는것도 아니고 뭐가 업그레이드라는건지 당일에 다른 숙소 예약할 수만 있다면 짚어던지고 나오고 싶습니다(지금 체크인 상태)

원래 중국자본업체이기도하고, 고급호텔 원하시는 분은 여기 이용하지마시고 중문단지내 한국 호텔들 이용하세요. 지금 너무너무 후회중입니다.
구글 비롯하여 제가 활동하는 모든 커뮤니티에 이 글 남깁니다. 신화월드 앞으로 관련 회사는 절대 불매합니다.더보기",다시는 여기 안 옵니다 화려하기만 하지 중국 호텔이랑 똑같이 거지 같네요 신화관 디럭스킹으로 예약했는데 오버부킹 했는데 말로는 개소리로 메리어트 관로 업그레이드해준다고 떠들어댑니다 주차한 거 다시 다 옮기고 체크인하는 것도 느려서 분 기다렸더니 층남 들 걸어 다니는 거 다 보이는 일반실 수영장 연결 같은 좋은 곳 절대 아님으로 똑같은 평수 주면서 하는 말이 식당은 멀리 떨어져 있는 원래 관 이용하라고 하네요 장난하는 것도 아니고 뭐가 업그레이드라는 건지 당일에 다른 숙소 예약할 수만 있다면 짚어던지고 나오고 싶습니다 지금 체크인 상태 원래 중국 자본 업체이기도 하고 고급 호텔 원하시는 분은 여기 이용하지 마시고 중문 단지 내 한국 호텔들 이용하세요 지금 너무너무 후회 중입니다고 글 비롯하여 제가 활동하는 모든 커뮤니티에 이 글 남깁니다 신화 월드 앞으로 관련 회사는 절대 불매합니다 ,2020-06-21,0.0,1.0,긍정
1964,신화관 제주 신화월드 호텔앤리조트,5.0,메리어트관으로업그레이드되어 숙박했는데 일단 너무 친절합니다!!!! 스카이풀너무좋구요 근데 정말딱헌가지치명적인단점이있는데 저녁에 술한잔하면서 밥먹을곳이 너무없어요 ㅜㅜ고기집딱한곳있는데  대기 10팀이고 .. 근데 포장되서 포장해먹었는데 리조트내음식점치고 맛이정말좋앗숩니다~~!! 대체적으로너무 좋아서또가고싶습니다,메리어트 관로 업그레이드되어 숙박했는데 일단 너무 친절합니다 스카이 풀 너무 좋고요 근데 정말 딱 한 가지 치명적인 단점이 있는데 저녁에 술 한잔하면서 밥 먹을 곳이 너무 없어요 고깃집 딱한 곳 있는데  대기 팀이고  근데 포장돼서 포장해먹었는데 리조트 내 음식점치고 맛이정말좋앗숩니다 대체적으로 너무 좋아서 또 가고 싶습니다,2020-06-20,1.0,1.0,긍정
1965,신화관 제주 신화월드 호텔앤리조트,5.0,수영장도 넓고 슬라이드 너무너무 재밌어요 ㅠ 객실도 완전 깨끗해요,수영장도 넓고 슬라이드 너무너무 재밌어요  객실도 정말 깨끗해요,2020-06-19,1.0,1.0,긍정
1966,신화관 제주 신화월드 호텔앤리조트,4.0,"제주도에서 다양한 놀이 시설 갖춘 몇 안되는 호텔이지만, 위치가 주요 관광지와 조금 거리가 있음. 수영장 식사 숙박 모두 마음에 들어요.",제주도에서 다양한 놀이 시설 갖춘 몇 안 되는 호텔이지만 위치가 주요 관광지와 조금 거리가 있음 수영장 식사 숙박 모두 마음에 들어요,2020-06-19,1.0,1.0,긍정
1967,신화관 제주 신화월드 호텔앤리조트,5.0,호캉스하러온게 아닌데 어쩔수 호캉스 할수밖에없을 정도로 놀다갑니다 깨끗하고 좋아요,후 캉스 하러 온 게 아닌데 어쩔 수 호캉스 할 수밖에 없을 정도로 놀다 갑니다 깨끗하고 좋아요,2020-06-18,1.0,1.0,긍정
1968,신화관 제주 신화월드 호텔앤리조트,5.0,워터 파크 패키지 갔는데 사람도 별로없고 생각보다 재밋었어요,워터파크 패키지 갔는데 사람도 별로 없고 생각보다 재밌었어요,2020-06-18,1.0,0.0,긍정
1969,신화관 제주 신화월드 호텔앤리조트,5.0,너무 좋아요ㅋㅋㅋㅋ친절하고 깨끗하고,너무 좋아요 친절하고 깨끗하고,2020-06-17,1.0,1.0,긍정
1970,신화관 제주 신화월드 호텔앤리조트,4.0,숙소내 시설이 다양해서 좋아요 동선이 긴것이 조금 단점이네요~,숙소 내 시설이 다양해서 좋아요 동선이 긴 것이 조금 단점이네요,2020-06-16,1.0,1.0,긍정
1971,신화관 제주 신화월드 호텔앤리조트,5.0,일단 깨끗하고 프론트언니들 다른직원분들 모두 진짜 너무너무 친절하셨어요!!!다음에 제주도오면 다시 묵고싶을정도 입니다!!!!!,일단 깨끗하고 프런트 언니들 다른 직원분들 모두 진짜 너무너무 친절하셨어 요다음에 제주도 오면 다시 묵고 싶을 정도입니다,2020-06-16,1.0,1.0,긍정
1972,신화관 제주 신화월드 호텔앤리조트,5.0,"호캉스로 즐기기엔 정말 최고의 숙소인듯합니다!
별5개드림 위치접근성은 그냥 저의 개인적인 취향 ㅎ",호캉스로 즐기기엔 정말 최고의 숙소인듯합니다 별개 드림 위치 접근성은 그냥 저의 개인적인 취향 ,2020-06-15,1.0,1.0,긍정
1973,신화관 제주 신화월드 호텔앤리조트,4.0,머문 기간동안 날씨가 안좋아서 아쉬웠지만 수영장 및 워터파크에서 너무 재밌게 놀았어요 ㅎ방 사진은 따로 못 찍었는데 깨끗하고 넓고 좋았네요. 욕조에서 물 내리는 장치? 가 좀 고장났고 치우지 않은 수건 한 장이 조오금 마이너스 포인트이긴한데 그거 외에는 만족합니다. 조식은 메리어트관에서 따로 추가해서 먹었는데 너무 좋았어요.다음이는 조식포함으로 갈까 생각중입니다 ㅎㅎ,머문 기간 동안 날씨가 안 좋아서 아쉬웠지만 수영장 및 워터파크에서 너무 재밌게 놀았어요 방 사진은 따로 못 찍었는데 깨끗하고 넓고 좋았네요 욕조에서 물 내리는 장치 가 좀 고장 났고 치우지 않은 수건 한 장이 조금 마이너스 포인트이긴 한데 그거 외에는 만족합니다 조식은 메리어트 광에서 따로 추가해서 먹었는데 너무 좋았어 요다음이는 조식 포함으로 갈까 생각 중입니다,2020-06-15,1.0,1.0,긍정
1974,신화관 제주 신화월드 호텔앤리조트,5.0,정말 좋았어요 ! 부대시설도 짱짱 !!,정말 좋았어요  부대시설도 짱짱 ,2020-06-14,1.0,0.0,긍정
1975,신화관 제주 신화월드 호텔앤리조트,5.0,"직원분들도 모두 친절하시고 객실 호텔 다 깨끗해요
호텔이 너무 커서 걸어다니면 조금 힘들고 주변에 오설록 말고 구경거리가 없어요! 워터파크랑 테마파크 오시는 분들이 이용하기 좋을 것 같습니다",직원분들도 모두 친절하시고 객실 호텔 다 깨끗해요 호텔이 너무 커서 걸어 다니면 조금 힘들고 주변에 오설록 말고 구경거리가 없어요 워터파크랑 테마파크 오시는 분들이 이용하기 좋을 것 같습니다,2020-06-13,1.0,1.0,긍정
1976,신화관 제주 신화월드 호텔앤리조트,5.0,"프로모션 가격으로 저렴하게 갔다 왔어요~
호텔이 엄청 크더라구요~
그런줄도 모르고 가서 하류큰 호텔에서만 ㅅ",프로모션 가격으로 저렴하게 갔다 왔어요 호텔이 엄청 크더라고요 그런 줄도 모르고 가서 하류 큰 호텔에서만 ,2020-06-12,1.0,1.0,긍정
1977,신화관 제주 신화월드 호텔앤리조트,3.0,"슈페리어룸은 테라스도없고 테이블과 의자도 없어서 수영복 말리기도 방에서 음식먹기도 참 불편하네요 
바꿀려했더니 추가금이 5만원대라네요
첨부터 돈더주고 디럭스로 가는게  더 나을듯",슈페리어룸은 테라스도 없고 테이블과 의자도 없어서 수영복 말리기도 방에서 음식 먹기도 참 불편하네요 바 꿀려 했더니 추가금이 만 원대라네요 첨부터 돈 더 주고 디럭스로 가는 게  더 나을 듯,2020-06-10,0.0,1.0,부정
1978,신화관 제주 신화월드 호텔앤리조트,5.0,메리어트관으로 업그레이드해주시고 너무 좋아요,메리어트 관로 업그레이드해주시고 너무 좋아요,2020-06-10,1.0,0.0,긍정
1979,신화관 제주 신화월드 호텔앤리조트,1.0,날짜를 다음날인데 전날에 예약해서  숙소이용도 못해보고 날려버렸네요...그래서 다시예약했어요ㅠㅠ 신화에서는 야놀자에서 얘기하라하구.. 야놀자에서는 신화때문에 못한다그러구. . 결국 다시 돈주고 예약할수밖에없어서...너무 속상합니다,날짜를 다음날인데 전날에 예약해서  숙소 이용도 못해보고 날려버렸네요 그래서 다시 예약했어요 신화에서는 야 놀 자에서 얘기하라 하구 야 놀 자에서는 신화 때문에 못한다 그러고  결국 다시 돈 주고 예약할 수밖에 없어서 너무 속상합니다,2020-06-08,0.0,1.0,부정
1980,신화관 제주 신화월드 호텔앤리조트,5.0,다좋았는데 신화관은 체크인이나 이런게 없어 걸어가서 하자니 동선이 너무김,다 좋았는데 신화관은 체크인이나 이런 게 없어 걸어가서 하자니 동선이 너무 김,2020-06-08,1.0,0.0,긍정
1981,신화관 제주 신화월드 호텔앤리조트,4.0,"깨끗하고, 역시 신화월드라는 생각이 드네요!^^",깨끗하고 역시 신화 월드라는 생각이 드네요,2020-06-08,1.0,0.0,긍정
1982,신화관 제주 신화월드 호텔앤리조트,5.0,너무커서 놀랬고  이동이 힘든거 말고는 좋았어요,너무 커서 놀랬고  이동이 힘든 거 말고는 좋았어요,2020-06-08,1.0,0.0,긍정
1983,신화관 제주 신화월드 호텔앤리조트,2.0,"3주년이라고 할인해서 싸니까 1층 출입구쪽에 방을 주셨겠지만 
문밖에서 오고가는 사람들이 대화하는 소리가 어찌나 크게 울리던지 자는 사람 옆에서 깨우는 줄 알고 깜짝 놀라서 몇번을 잠에서 깼던지...(일정빡빡해서 늦게 체크인하고일찍체크아웃할려고 간곳인데)
청결하고 친절하시고 다 좋은데 이정도로 방음이 안될줄이야....커튼을 좀 치고 싶은데 밖에 훤하게 다보임(나무를 좀 촘촘히 심어주시던지 문열면 나무도 횡~함)여행중 잠을 너무 못자서 피곤이 풀리지 않아 후기도 안쓰고 싶지만 혹시 1층숙박하시는 분들 도윰되시길 ㅜㅜ",주년이라고 할인해서 싸니까 층 출입구 쪽에 방을 주셨겠지만 문밖에서 오고 가는 사람들이 대화하는 소리가 어찌나 크게 울리던지 자는 사람 옆에서 깨우는 줄 알고 깜짝 놀라서 몇 번을 잠에서 깼던지 일정 빡빡해서 늦게 체크인하고 일찍 체크아웃하려고 간 곳인데 청결하고 친절하시고 다 좋은데 이 정도로 방음이 안될 줄이야 커튼을 좀 치고 싶은데 밖에 훤하게 다 보임 나무를 좀 촘촘히 심어주시던지 문 열면 나무도 휑함 여행 중 잠을 너무 못 자서 피곤이 풀리지 않아 후기도 안 쓰고 싶지만 혹시 층 숙박하시는 분들 도윰되시길,2020-06-07,0.0,1.0,부정
1984,신화관 제주 신화월드 호텔앤리조트,5.0,좋았습니다. 주차할 곳도 넓고 직원분들도 친절하세요.,좋았습니다 주차할 곳도 넓고 직원분들도 친절하세요,2020-06-06,1.0,1.0,긍정
1985,신화관 제주 신화월드 호텔앤리조트,5.0,너무너무깔끔하고 좋았어요 또오고싶어용,너무너무 깔끔하고 좋았어요 또 오고 싶어요,2020-06-03,1.0,0.0,긍정
1986,신화관 제주 신화월드 호텔앤리조트,5.0,친절 시설 모든게 완벽!! 가본 호텔 중에 최고예요,친절 시설 모든 게 완벽 가본 호텔 중에 최고예요,2020-06-03,1.0,1.0,긍정
1987,신화관 제주 신화월드 호텔앤리조트,5.0,"코로나때문인지 메리어트관에서 체크인을 받더라구요
안심번호라서 그런지 미리 안내문자 못받아서 왔다갔다하는 번거로움 있었지만 룸업글도 받았구 직원들도 친절하고 방도 너무 좋았어요
구경할 것도 많았구 다음엔 하루 날잡고 호캉스만 즐길려구용
재방문 의사 100%",코로나 때문인지 메리어트 광에서 체크인을 받더라고 요 안심번호라서 그런지 미리 안내 문자 못 받아서 왔다 갔다 하는 번거로움 있었지만 룸 업글도 받았고 직원들도 친절하고 방도 너무 좋았어요 구경할 것도 많았고 다음엔 하루 날 잡고 호캉스만 즐기려고요 재방문 의사 ,2020-06-01,1.0,1.0,긍정
1988,신화관 제주 신화월드 호텔앤리조트,5.0,청결 물론 스카이풀 넘따듯하고좋았어요ㅎ,청결 물론 스카이 풀 너무 따듯하고 좋았어요,2019-12-29,1.0,0.0,긍정
1989,신화관 제주 신화월드 호텔앤리조트,5.0,"너무 커서 편의점, 스타벅스,주차장 갈때 귀찮음. 하지만 너무 좋은 호텔. 친절함. 그리고 밤에 수영장은 최고임.",너무 커서 편의점 스타벅스 주차장 갈 때 귀찮음 하지만 너무 좋은 호텔 친절함 그리고 밤에 수영장은 최고임,2019-12-24,1.0,1.0,긍정
