,hotel,star,review,preprocessed_review,date
625,봄그리고가을 호텔&리조트,4,친구방구해달래서 보냈는데 좋다구하네요^^,친구 방 구해 달래서 보냈는데 좋다고 하네요,2021-06-03
626,봄그리고가을 호텔&리조트,5,"둘째아들과 가족 셋이 떠난 제주여행에 편하게 잘 쉬고 왔어요 
바다와 일출봉 뷰였는데 앞동이 가려서 바다가 많이 안보여서 조금 아쉬웠지만 나름 좋았어요
둘째날은 피곤하면 언제든지 쉬러갈 수가 있는점도 좋은것 같아요..다니느라 그럴 시간이 없었지만...
주차도 편하게 이용했네요
다음에도 또 이용하고 싶고 주변에도 추천하고 싶어요
감사합니닿~^^더보기",둘째 아들과 가족 셋이 떠난 제주여행에 편하게 잘 쉬고 왔어요 바다와 일출봉 경치였는데 앞 동이 가려서 바다가 많이 안 보여서 조금 아쉬웠지만 나름 좋았어요 둘째 날은 피곤하면 언제든지 쉬러 갈 수가 있는 점도 좋은 것 같아요 다니느라 그럴 시간이 없었지만 주차도 편하게 이용했네 요다음에도 또 이용 하고 싶고 주변에도 추천하고 싶어요감사합니닿더보기,2020-12-07
627,봄그리고가을 호텔&리조트,3,"그냥 ... 평타(?) 좋지도 않고 안좋지도 않고
온돌방 바닥은 따듯한데 온풍때매 공기가 너무 차서 겉옷입고 잤네요",그냥  평타 좋지도 않고 안 좋지도 않고 온돌방 바닥은 따듯한데 온풍 땜에 공기가 너무 차서 겉옷 입고 잤네요,2020-12-06
628,봄그리고가을 호텔&리조트,5,"뷰 좋고 시설대비 진짜 착한가격이었어요.
물은 1박당 2개씩이고
이불에서 먼지 좀 많았던거 빼곤 다 좋았습니다.
이런방이 6만원이라니 정말 최고에요.
교통은 차 있으면 좋지만 차가없으면 좀 힘드실수도있을것같아요.
그래도 성산일출봉에서 가깝고 아주 외지진 않았습니다.더보기",경치 좋고 시설 대비 진짜 착한 가격이었어요 물은 복당 개씩이고 이불에서 먼지 좀 많았던 거 빼곤 다 좋았습니다 이런 방이 만 원이라니 정말 최고예요 교통은 차 있으면 좋지만 차가 없으면 좀 힘드실 수도 있을 것 같아요 그래도 성산일출봉에서 가깝고 아주 외지진 않았습니다 ,2020-12-06
629,봄그리고가을 호텔&리조트,5,"스무살 여자 둘이서 한실 사용했는데 바로 앞이 바다인 게 너무 좋았고 어차피 뚜벅이 여행으로 간 거라서 성산일출봉, 우도여객항까지 걸어갔어요! 30-40분 정도 걸렸던 것 같네요 숙소 근처가 조용하고 예뻐서 더 만족스러웠습니다:) 깨끗하고 편하게 2박3일 잘 썼어요!🌟",스무 살 여자 둘이서 한실 사용했는데 바로 앞이 바다인 게 너무 좋았고 어차피 뚜벅이 여행으로 간 거라서 성산일출봉 우도 여객항까지 걸어갔어요 분 정도 걸렸던 것 같네요 숙소 근처가 조용하고 예뻐서 더 만족스러웠습니다 깨끗하고 편하게 박일 잘 썼어요,2020-12-01
630,봄그리고가을 호텔&리조트,5,친구3명이서갔는데 방도좋고 진짜 2틀이나 있고싶었어요,친구 명에서 갔는데 방도 좋고 진짜 틀이나 있고 싶었어요,2020-11-30
631,봄그리고가을 호텔&리조트,4,바다 보이는 방이라 좋았어요,바다 보이는 방이라 좋았어요,2020-11-24
632,봄그리고가을 호텔&리조트,2,주위에 아무것도없어서 놀램 9시에밥먹으려니까 없음,주위에 아무것도 없어서 놀램 시에 밥 먹으려니까 없음,2020-11-23
633,봄그리고가을 호텔&리조트,4,성산일출봉 잘 보일 수 있어요. B동 건물도 편의점 있어서 편해요. 방은 괜찮은 편이에요.,성산일출봉 잘 보일 수 있어요 동 건물도 편의점 있어서 편해요 방은 괜찮은 편이에요,2020-11-23
634,봄그리고가을 호텔&리조트,4,"1층은 진짜 객실 배정하면 안될듯..
바로앞이 주차장이라 커튼을 한번도 못 열었어요....
방은 깨끗하고 넓어서 좋았습니당",층은 진짜 객실 배정하면 안 될 듯 바로 앞이 주차장이라 커튼을 한 번도 못 열었어요 방은 깨끗하고 넓어서 좋았습니다,2020-11-22
635,봄그리고가을 호텔&리조트,5,A동 4층에 묵었어요! 우도가 정면으로 보여 너무 뷰가 죻네요👍😍👍😍👍😍 바다도 시원하게 보이고 밤엔 배들의 불빛도 낭만적이네요👍,동 층에 묵었어요 우도가 정면으로 보여 너무 경치가 죻네요 바다도 시원하게 보이고 밤엔 배들의 불빛도 낭만적이네요,2020-11-20
636,봄그리고가을 호텔&리조트,5,바다 앞에 있어서 좋아요 화장실 수압도 세고 깨끗해요,바다 앞에 있어서 좋아요 화장실 수압도 세고 깨끗해요,2020-11-12
637,봄그리고가을 호텔&리조트,5,"사고가나서못가게 되었습니다..
아쉽게 되었지만 다음에 꼭이용하겠습니다",사고가 나서 못 가게 되었습니다 아쉽게 되었지만 다음에 꼭 이용하겠습니다,2020-11-11
638,봄그리고가을 호텔&리조트,4,뷰가 너무 좋아요~ 저녁에도 산책하고 아침에도 산책하고 좋았어요,경치가 너무 좋아요 저녁에도 산책하고 아침에도 산책하고 좋았어요,2020-11-09
639,봄그리고가을 호텔&리조트,2,"레이트 체크아웃 1시간당 추가비용 만원 발생은 알겠는데, 20분 오버했다고 단호하게 만원달라하는건 쫌 별로네요. 애초에 쪼금이라도 오버되면 무조건 추가비용이라 말해주면 서두르지도 않았죠",레이트 체크아웃 시간당 추가 비용 만원 발생은 알겠는데 분 오버했다고 단호하게 만 원 달라 하는 건 좀 별로네요 애초에 쪼금이라도 오버되면 무조건 추가 비용이라 말해주면 서두르지도 않았죠,2020-11-07
640,봄그리고가을 호텔&리조트,4,"해안도로 바로 앞에 있어서 오션뷰가 진짜 너무너무 예뻤어요!!! 바다와의 거리는 좀 있었지만 전 만족스러웠어요!!리모델링을 해서 그런지 난방도 잘되고 화장실도 깔끔했는데 제일 아쉬운 점은 옆 방사람들이랑 방음은 잘되는데 복도와 방 사이의 방음이 진짜 하나도 안돼요 그게 제일 아쉬웠어요
그래도 저는 다음에 또 오션뷰로 이용할 것 같아요",해안도로 바로 앞에 있어서 오션경치가 진짜 너무너무 예뻤어요 바다와의 거리는 좀 있었지만 전 만족스러웠어요 리모델링을 해서 그런지 난방도 잘되고 화장실도 깔끔했는데 제일 아쉬운 점은 옆 방사람 들 이랑 방음은 잘 되는데 복도와 방 사이의 방음이 진짜 하나도 안돼요 그게 제일 아쉬웠어요 그래도 저는 다음에 또 오션경치로 이용할 것 같아요,2020-11-06
641,봄그리고가을 호텔&리조트,5,넓고 사용하기 좋았어요~ 이불도 가볍고 좋았습니당,넓고 사용하기 좋았어요 이불도 가볍고 좋았습니다,2020-10-31
642,봄그리고가을 호텔&리조트,5,"뷰 맛집. 굳이 멀리나가지않아도 테라스에서 일출볼수있어요
주차장도 넓고 방도 깔끔해요",경치 맛집 굳이 멀리 나가지 않아도 테라스에서 일출볼수있어요주차장도 넓고 방도 깔끔해요,2020-10-27
643,봄그리고가을 호텔&리조트,3,치약은 없어요 대체로 깨끗했어요,치약은 없어요 대체로 깨끗했어요,2020-10-25
644,봄그리고가을 호텔&리조트,4,"늦게 까지 체크인을 안하니깐 전화로 확인 안내 해주시는 센스~
방도 너무 편하고 리조트에 편의점 ,굽네치킨,카페 ,코인노래방 등등 좋네요
저렴하고 바로앞이 바다라 뷰도 좋네요
잘쉬다 왔어요",늦게까지 체크인을 안 하니깐 전화로 확인 안내해주시는 센스 방도 너무 편하고 리조트에 편의점 굽네치킨카페 코인노래방 등등 좋네요 저렴하고 바로 앞이 바다라 경치도 좋네요 잘 쉬다 왔어요,2020-10-24
645,봄그리고가을 호텔&리조트,1,"봄그리고가을....그리고 층간소음! 숙소의 기본은 청결과정숙성 그리고 편안함이라고 생각하는데...
첫째 씽크대와 인덕션 전자렌지가 있는데....젓가락한개도 없는 룸(이건 뭐 없을수도 있으니 이해함)
둘째는 압도적인 층간소음...윗층에서 걸어다닐때마다 쿵쿵 울려서 머리가 아픔..
최고는 오줌싸는 소리도 너무 잘들려서 누가 내 숙소에 들어와서 소변보는줄
뭐...결론은 싼맛에 묶는 숙소???
호텔,리조트리고 이가격에 그걸 기대하면더보기",봄 그리고 가을 그리고 층간 소음 숙소의 기본은 청결과 정숙성 그리고 편안함이라고 생각하는데 첫째 싱크대와 인덕션 전자레인지가 있는데 젓가락 한 개도 없는 룸이건 뭐 없을 수도 있으니 이해함 둘째는 압도적인 층간 소음 위층에서 걸어 다닐 때마다 쿵쿵 울려서 머리가 아픔 최고는 오줌 싸는 소리도 너무 잘 들려서 누가 내 숙소에 들어와서 소변보는 줄 뭐 결론은 싼 맛에 묶는 숙소호텔리조트리고 이 가격에 그걸 기대하면 ,2020-10-23
646,봄그리고가을 호텔&리조트,3,"잘 머물고 갑니다.
리뷰보고 가시는분들은 참고하세용
체크인 하고 저기 앞까지 나가서 따로 물 받아와야하구요
칫솔치약 없네요 ㅠ 편의점다시가서 사왔어요
아침에 뷰는 너무예뻤어요 
그래도 행복하게 다녀왔어요더보기",잘 머물고 갑니다 리경치 보고 가시는 분들은 참고하세요 체크인하고 저기 앞까지 나가서 따로 물 받아와야 하고요 칫솔치약 없네요  편의점 다시 가서 사 왔어요 아침에 경치는 너무 예뻤어요 그래도 행복하게 다녀왔어요 ,2020-10-22
647,봄그리고가을 호텔&리조트,5,후기 보면서 반신반의했는데 후기가 왜 좋은지 알겠어요. 지은 지 좀 된 것 같긴 한데 관리 너무 잘 되어있고 진짜 깨끗해서 가성비 갑이에요. 연인들끼리 보다는 친구나 가족끼리 오면 더 좋을 것 같고 오션뷰가 완전 환상입니다. 솔직히 별 기대안했는데 너무 괜찮아서 잘 쉬다 가요! 다음에 또 방문할 의향있음!,후기 보면서 반신반의했는데 후기가 왜 좋은지 알겠어요 지은 지 좀 된 것 같긴 한데 관리 너무 잘 되어있고 진짜 깨끗해서   구성비   갑이에요 연인들끼리보다는 친구나 가족끼리 오면 더 좋을 것 같고 오션경치가 정말 환상입니다 솔직히 별 기대 안 했는데 너무 괜찮아서 잘 쉬다 가요 다음에 또 방문할 의향 있음,2020-10-22
648,봄그리고가을 호텔&리조트,5,경치하난정말끝내주내요ㅋ잘쉬었다갑니다,경치 하난 정말 끝내주네요 잘 쉬었다 갑니다,2020-10-20
649,봄그리고가을 호텔&리조트,4,"너무  좋았습니다. 특히 숙소 앞에서 보는 일출이 압권입니다.(사진참고)
숙소내 편의점 포함 왠만한 시설들이 다있어서 지내기에도 전혀 문제 없었습니다.
아침 조식이랑 디너도 가격 대비 가성비 너무 좋구요 ㅎㅎ
단지 단점이라고 한다면 수건이 물기가 너무 안닦여요...이건 꼭 바꿔주셨으면 좋겠고 추가로 화장실 환기도 잘안되는편이라..냠세제거제?같은거 챙기시면 더욱 쾌적하게 즐기실수있을것 같습니다.(봄그리고가을리조트는 다른걸 다떠나 뷰만으로도 충분한 값어치를 하는곳이라고 생각합니다)
감사합니다.더보기",너무  좋았습니다 특히 숙소 앞에서 보는 일출이 압권입니다 사진 참고 숙소 내 편의점 포함 웬만한 시설들이 다 있어서 지내기에도 전혀 문제없었습니다 아침 조식이랑 디너도   구성비     구성비   너무 좋고요 단지 단점이라고 한다면 수건이 물기가 너무 안 닦여요 이건 꼭 바꿔주셨으면 좋겠고 추가로 화장실 환기도 잘안되는편이라냠세제거제같은거 챙기시면 더욱 쾌적하게 즐기실 수 있을 것 같습니다 봄 그리고 가을리조트는 다른 걸 다 떠나 경치만으로도 충분한 값어치를 하는 곳이라고 생각합니다 감사합니다 ,2020-10-19
650,봄그리고가을 호텔&리조트,4,"하루 묵으면서 좋았던것과 별로였던점이 확실하게나뉘었어요
먼저 별로였던건 4층에묵었는데 분리수거장  안내가 비상계단이라고만써져있어서 쓰레기들고 양쪽 비상계단 왓다갔다 하느라헤메엇구요 문을닫아도 이격이있는지 하루종일바람때매 덜컹거리는소리가났습니다 물론 잘때도밤새도록요

좋았던건 부지가커서그런지 주차공간도넉넉했고 침실 바다뷰가 진짜좋았어요",하루 묵으면서 좋았던 것과 별로였던 점이 확실하게 나뉘었어요 먼저 별로였던 건 층에 묵었는데 분리수거장  안내가 비상계단이라고만 써져있어서 쓰레기 들고 양쪽 비상계단 왔다 갔다 하느라 헤매었고요 문을 닫아도 이격이 있는지 하루 종일 바람 땜에 덜컹거리는 소리가 났습니다 물론 잘 때도 밤새도록 요 좋았던 건 부지가 커서 그런지 주차공간도 넉넉했고 침실 바다 경치가 진짜 좋았어요,2020-10-16
651,봄그리고가을 호텔&리조트,3,"바로앞에 바다가 있어서 혹해서 예약했는데 진짜 코앞에 바다가 있네요..
하룻밤만 예약한게 아쉽다 했었네요...
객실을 보는순간 마음이 쏙 사라졌구요....
새벽에 앞에서 사람들이 얘기하는 소리도 다들려요....
방음 최악입니다.... 같이 자는 사람이 화장실갔나 착각할정도로 소리 들리구요...
걷는소리 어디로 가는지 다 알정도네요 ㅋㅋㅋ
프런트 직원들은 직업정신때문인지 딱 그정도로 하구요...
복도도 지나가는 사람들 무슨 대화하는지 다들려요....
불키고 끄는 스위치 어딨는지 찾다가 숨넘어 가고....더워서 에어컨 리모컨 찾다가 찾다가 문열었다가 시끄러워서 프런트 연락했더니 다 수거해갔다네요 ㅎㅎㅎㅎ 
다시 받아서 틀었지만 밤새 윗집 소리에~~~ 밖에 대화소리.... 복도 소리 화장실 소리 미치는줄알았습니다....더보기",바로 앞에 바다가 있어서 혹해서 예약했는데 진짜 코앞에 바다가 있네요 하룻밤만 예약한 게 아쉽다 했었네요 객실을 보는 순간 마음이 쏙 사라졌고 요 새벽에 앞에서 사람들이 얘기하는 소리도 다 들려요 방음 최악입니다 같이 자는 사람이 화장실 갔나 착각할 정도로 소리 들리고요 걷는 소리 어디로 가는지 다 알 정도네요 프런트 직원들은 직업정신 때문인지 딱 그 정도로 하고요 복도도 지나가는 사람들 무슨 대화하는지 다 들려요 불 켜고 끄는 스위치 어딨는지 찾다가 숨넘어 가고 더워서 에어컨 리모컨 찾다가 찾다가 문 열었다가 시끄러워서 프런트 연락했더니 다 수거해갔다네요  다시 받아서 틀었지만 밤새 윗집 소리에 밖에 대화소리 복도 소리 화장실 소리 미치는 줄 알았습니다 ,2020-10-15
652,봄그리고가을 호텔&리조트,4,가격대비 깔끔했으 일출 볼 수 있어 만족스러웠다,  구성비   깔끔했으 일출 볼 수 있어 만족스러웠다,2020-10-08
653,봄그리고가을 호텔&리조트,3,차가없으면 가기가힘들고 사진등록된거보고 간건데 전혀딴판이라 창밖으로 주차장만 보다갑니다,차가 없으면 가기가 힘들고 사진 등록된 거 보고 간 건데 전혀 딴판이라 창밖으로 주차장만 보다 갑니다,2020-10-06
654,봄그리고가을 호텔&리조트,4,위치는 아주 좋습니다. 객실은 오래된 느낌이고 방안의 인테리어는 거의 없습니다. 소파도 없습니다. 사진으로 보고갔지만 전에 머물던 펜션이 너무 가성비가 훌륭해서 비교되버렷네요.,위치는 아주 좋습니다 객실은 오래된 느낌이고 방안의 인테리어는 거의 없습니다 소파도 없습니다 사진으로 보고 갔지만 전에 머물던 펜션이 너무   구성비  가 훌륭해서 비교되버렸네요,2020-10-04
655,봄그리고가을 호텔&리조트,4,바다가 바로 앞에 있어 좋았어요,바다가 바로 앞에 있어 좋았어요,2020-10-04
656,봄그리고가을 호텔&리조트,5,아이들과 급 떠난 여행이였는데  숙소가 넓고 깨끗하고 뷰도 넘넘 좋았음!,아이들과 급 떠난 여행이었는데  숙소가 넓고 깨끗하고 경치도 넘넘 좋았음,2020-09-30
657,봄그리고가을 호텔&리조트,5,앞에 전봇대가 있어서 조금 그랬지만 바다가 보이고 아주 예쁘네요,앞에 전봇대가 있어서 조금 그랬지만 바다가 보이고 아주 예쁘네요,2020-09-29
658,봄그리고가을 호텔&리조트,5,좋아요~~~ 부모님이 만족하셧어요 ㅎㅎㅎㅎ,좋아요 부모님이 만족하셨어요,2020-09-29
659,봄그리고가을 호텔&리조트,3,"지난 여행 때도 이 근처 숙소에 머물렀기 때문에 근처에 뭐가없다는 건 알고있어서 가기 전에 물품은 다 사놨었어요 ㅎㅎ 옆 숙소 밑에 세븐일레븐도 있고 여기건물에 굽네나 편의점 있어서 괜찮았어요~ 뷰는 좋았구요 아침에 비친 햇살이 얼마나 눈부시던지! 좋았어요
몇가지 아쉬운 점은 칫솔 치약이 없어서 사왔구요
드라이기가 많이 노후됬는지 쓰다가 스파크 터져서 
쓰지도 못하고 에어컨에 머리 말렸네요
전화하려다가 그냥 안했어요 이 후기 보시면 꼭 교체하시길 바래요 
이 두가지 외에는 괜찮았어요 외관상 건물은 아주 좋아보이지만 안에 건물은 조금 연식이 있어보이네요
직원분들은 몇분 만나지 못했지만 친절하셨구요
다음날 수건까지 챙겨주셔서 너무 만족했습니다
숙소에서 저렴한 가격에 잘 지내다 갑니당더보기",지난 여행 때도 이 근처 숙소에 머물렀기 때문에 근처에 뭐가 없다는 건 알고 있어서 가기 전에 물품은 다 사놨었어요  옆 숙소 밑에 세븐일레븐도 있고 여기 건물에 굽네 나 편의점 있어서 괜찮았어요 경치는 좋았고요 아침에 비친 햇살이 얼마나 눈부시던지 좋았어요 몇 가지 아쉬운 점은 칫솔 치약이 없어서 사 왔고요 드라이기가 많이 노후됐는지 쓰다가 스파크 터져서 쓰지도 못하고 에어컨에 머리 말렸네요 전화하려다가 그냥 안 했어요 이 후기 보시면 꼭 교체하시길 바라요 이 두 가지 외에는 괜찮았어요 외관상 건물은 아주 좋아 보이지만 안에 건물은 조금 연식이 있어 보이네요 직원분들은 몇 분 만나지 못했지만 친절하셨고요 다음날 수건까지 챙겨주셔서 너무 만족했습니다 숙소에서 저렴한 가격에 잘 지내다 갑니다 이 ,2020-09-28
660,봄그리고가을 호텔&리조트,4,"오션뷰는 참 좋았어요,파도소리잘들리고,",오션경치는 참 좋았어요 파도소리 잘 들리고,2020-09-26
661,봄그리고가을 호텔&리조트,5,전망도 좋고 밑에 편의점이랑 치킨집도 좋고 새벽에 문의해도 친절히 응대해주시고 다좋았어요^^ 하나 흠이라면 수건이 너무얇은건지 재질이 다른건지 물이전혀 흡수가 안돼서 쪼금불편하네요 한사람당 세개는 써야해요,전망도 좋고 밑에 편의점이랑 치킨집도 좋고 새벽에 문의해도 친절히 응대해주시고 다 좋았어요 하나 흠이라면 수건이 너무 얇은 건지 재질이 다른 건지 물이 전혀 흡수가 안돼서 쪼금 불편하네요 한 사람당 세 개는 써야 해요,2020-09-24
662,봄그리고가을 호텔&리조트,4,바로앞 오션뷰에 청소상태도 굿이었어요!,바로 앞 오션경치에 청소상태도 굿이었어요,2020-09-22
663,봄그리고가을 호텔&리조트,5,가성비 좋아요 성산 인근에서 묵는다면 추천합니다,  구성비   좋아요 성산 인근에서 묵는다면 추천합니다,2020-09-20
664,봄그리고가을 호텔&리조트,4,시설이 약간 노후됐어요...ㅜㅜ  나머지는 괜찮았습니다,시설이 약간 노후됐어요  나머지는 괜찮았습니다,2020-09-19
665,봄그리고가을 호텔&리조트,5,"가성비 좋아요! 천장에 근데 누가 장난친건지 
9/12일 티켓이 있네요...전 18일 숙박이요 ㅋㅋㅋ
잘 묵다 갑니당 ^^~",  구성비   좋아요 천장에 근데 누가 장난친 건지 일 티켓이 있네 요전 일 숙박이요 잘 묵다 갑니다,2020-09-18
666,봄그리고가을 호텔&리조트,3,"그냥 그래요.. 맨날 호텔만 다니다가 리조트 처음 가봤는데 물을 받으러 편의점 가야하는게 불편했고 방음도 전혀 안돼요 
뷰는 정말 좋았어요",그냥 그래요 맨날 호텔만 다니다가 리조트 처음 가봤는데 물을 받으러 편의점 가야 하는 게 불편했고 방음도 전혀 안돼요 경치는 정말 좋았어요,2020-09-18
667,봄그리고가을 호텔&리조트,4,공항에서 좀멀긴한데 잘지내다왔습니다,공항에서 좀 멀긴 한데 잘 지내다 왔습니다,2020-09-17
668,봄그리고가을 호텔&리조트,4,가족단위 여행객이 머물기 좋아요,가족단위 여행객이 머물기 좋아요,2020-09-16
669,봄그리고가을 호텔&리조트,4,온돌방 자기집 같고 편해요~ 깔끔한 편이고 욕실도 무난한 편이고 편하네요 가격대비 좋아요,온돌방 자기 집 같고 편해요 깔끔한 편이고 욕실도 무난한 편이고 편하네요   구성비   좋아요,2020-09-16
670,봄그리고가을 호텔&리조트,4,성산일출봉근처이고 객실은 프론트와좀멀고 바다와도거리가좀있는c동이긴했지만 완벽한오션뷰여서마음에들었어요! 근데밖에서안이다보여서 ㅋㅋㅋ 바베큐장도사람없어서이용잘했어요! 리조트인데생수도줘서 좋았어요! 수건도넉넉히구비되어있고 리조트내에 편의점 식당도있어서 괜찮았어요~! 코로나로수영장안하는게아쉬웠네요 ㅋㅋ수영장넓고수심도괜찮고좋아보이던데 ㅠㅠ,성산일출봉 근처이고 객실은 프런트와 좀 멀고 바다와도 거리가 좀 있는 동이긴 했지만 완벽한 오션경치여서 마음에 들었어요 근데 밖에서 안이다 보여서  바비큐장도 사람 없어서 이용 잘했어요 리조트인데 생수도 줘서 좋았어요 수건도 넉넉히 구비되어 있고 리조트 내에 편의점 식당도 있어서 괜찮았어요 코로나로 수영장 안 하는 게 아쉬웠네요 수영장 넓고 수심도 괜찮고 좋아 보이던데,2020-09-12
671,봄그리고가을 호텔&리조트,2,숙소는 마음에 들엇는데  오션뷰인데 랜덤배정이라서 1층으로 주신거에서 별한개빼고 방음이 전혀 안대서 숙박하는 2일동안 층간소음에 잠설치고 일찍깨서 별두개뺏네요,숙소는 마음에 들었는데  오션경치인데 랜덤 배정이라서 층으로 주신 거에서 별 한 개 빼고 방음이 전혀 안 대서 숙박하는 일 동안 층간 소음에 잠 설치고 일찍 깨서 별 두 개 뺏네요,2020-09-12
672,봄그리고가을 호텔&리조트,1,싼 맛에 가성비로 가기에도 최악입니다. 비슷한 가격의 타 숙박업소 보다도 훨씬 못해요 지저분하고 침구는 눅눅하고 제발 다른 데 가세요,싼 맛에   구성비  로 가기에도 최악입니다 비슷한 가격의 타 숙박업소보다도 훨씬 못해요 지저분하고 침구는 눅눅하고 제발 다른 데 가세요,2020-09-11
673,봄그리고가을 호텔&리조트,5,아주 크고 넒고 좋아요 뷰 지리네,아주 크고 넓고 좋아요 경치 지리네,2020-09-10
674,봄그리고가을 호텔&리조트,5,"성산 리조트 단지에 위치하고
깨끗합니다",성산 리조트 단지에 위치하고 깨끗합니다,2020-09-07
675,봄그리고가을 호텔&리조트,5,일단 직원분들이 너무 친절했구요 위치나 전체적인 객실 상태나 다 만족스러웠습니다!,일단 직원분들이 너무 친절했고요 위치나 전체적인 객실 상태나 다 만족스러웠습니다,2020-09-06
676,봄그리고가을 호텔&리조트,5,"하루예약하고 왔다가 연박하고갑니다!!^^ 
방깔끔 침구푹신 친절 최고에요!!
수영장 이용못해봐서 아쉽네요ㅠㅠ
내년여름엔 이용해볼수있길요ㅠㅠ
또 올게요~^^더보기",하루 예약하고 왔다가 면박하고 갑니다 방 깔끔 침구 푹신 친절 최고예요 수영장 이용 못해봐서 아쉽네요 내년 여름엔 이용해볼 수 있길요 또 올게요 ,2020-09-06
677,봄그리고가을 호텔&리조트,2,여기 위치와 가격은 괜찮은데~층간소음 장난이 아니네요~넘 시끄러워요~자면서 시끄러워서 깼어요ㅠ,여기 위치와 가격은 괜찮은데 층간 소음 장난이 아니네 요놈 시끄러워요 자면서 시끄러워서 깼어요,2020-09-05
678,봄그리고가을 호텔&리조트,5,"태풍때문에 아쉽지만
시설과 풍경 등 좋았어요",태풍 때문에 아쉽지만 시설과 풍경 등 좋았어요,2020-09-04
679,봄그리고가을 호텔&리조트,5,직원분들 너무 친절하시고 서비스도 좋았어요 바베큐도 해먹을수 있고 수영장도 생각보다 너무 좋았고 한가지 아쉬운점은 치약칫솔이 안판다는게 좀 아쉬웠어요ㅠㅠ 나머지는 다 너무 좋았고 재방문 100% 있어요 ~~,직원분들 너무 친절하시고 서비스도 좋았어요 바비큐도 해먹을 수 있고 수영장도 생각보다 너무 좋았고 한가지 아쉬운 점은 치약 칫솔이 안 판다는 게 좀 아쉬웠어요 나머지는 다 너무 좋았고 재방문  있어요 ,2020-09-02
680,봄그리고가을 호텔&리조트,4,넓고 풍경도 너무 좋았어요~~ 분리수거 해서 퇴실해야하는 점만 조금 불편했어용 !,넓고 풍경도 너무 좋았어요 분리수거해서 퇴실해야 하는 점만 조금 불편했어요,2020-09-02
681,봄그리고가을 호텔&리조트,3,"수영장 커서 좋았고 게임방 이라든가 아이들 놀거리가 있어서 좋았네요
직원들은 그닥 친절하진 않네요 
아이있는집은 좋아요",수영장 커서 좋았고 게임방이라든가 아이들 놀 거리가 있어서 좋았네요 직원들은 그다지 친절하진 않네요 아이 있는 집은 좋아요,2020-08-30
682,봄그리고가을 호텔&리조트,5,룸컨디션 침구 깨끗해요^^아기들이랑 와서 전 제가 바닥을 매번 다시 닦거든요~^^; 근데 많이더럽진 않더라고요. 외벽은 세월의 흔적이 좀 보이나 룸 컨디션은 관리가 잘된듯싶어요. 2층이래도 바닷가도 잘 보이고 넘 좋아요,룸 컨디션 침구 깨끗해요 아기들이랑 와서 전 제가 바닥을 매번 다시 닦거든요 근데 많이 더럽진 않더라고요 외벽은 세월의 흔적이 좀 보이나 룸 컨디션은 관리가 잘 된듯싶어요 층이래도 바닷가도 잘 보이고 너무 좋아요,2020-08-30
683,봄그리고가을 호텔&리조트,5,"후기 만보고 갔는대
정말 너무 만족합니다
재방문 의사 100프로~
남자직원분. 너무 친절하십니다",후기 만보고 간대 정말 너무 만족합니다 재방문 의사 프로 남자 직원분 너무 친절하십니다,2020-08-30
684,봄그리고가을 호텔&리조트,4,"성산일출봉가기 딱 좋아요!!
차 없으면 오기 좀 힘들듯 ㅠㅠ
딱 침대만 있어용",성산일출봉 가기 딱 좋아요 차 없으면 오기 좀 힘들 듯 딱 침대만 있어요,2020-08-28
685,봄그리고가을 호텔&리조트,3,에어컨이 고장인지 조금 더웠지만 그럭저럭 지낼만했습니다,에어컨이 고장인지 조금 더웠지만 그럭저럭 지낼만했습니다,2020-08-26
686,봄그리고가을 호텔&리조트,5,"가성비 갓인 숙소입니다 넓고 뷰도 너무 좋구요
가족이랑 애기 단위로 정말 많이 오시는거 같아요 ㅎㅎ",  구성비   갓이나 숙소입니다 넓고 경치도 너무 좋고요 가족이랑 아기 단위로 정말 많이 오시는 거 같아요 ,2020-08-26
687,봄그리고가을 호텔&리조트,3,바다풍경  완전잘보엿고 깨끗했어요,바다 풍경  완전 잘 보였고 깨끗했어요,2020-08-26
688,봄그리고가을 호텔&리조트,5,나 진짜 이렇게 만족스러운데는 처음보네,나 진짜 이렇게 만족스러운 데는 처음 보네,2020-08-23
689,봄그리고가을 호텔&리조트,5,완전 깨끗합니다 그리고 매일 수건도 새로 가져다 주시고 지하에 세탁기 오락실 노래방 등등 되게 많아서 좋았어요! 오션뷰가 진짜 짱이에요! 근데 전기차를 타는 사람한테는 전기 충전소가 하나밖에 없고 급속도 아니여서 그게 조금 불편했어요 다른건 정말 다 좋았습니다!!,정말 깨끗합니다 그리고 매일 수건도 새로 가져다주시고 지하에 세탁기 오락실 노래방 등등 되게 많아서 좋았어요 오션경치가 진짜 최고예요 근데 전기차를 타는 사람한테는 전기 충전소가 하나밖에 없고 급속도 아니어서 그게 조금 불편했어요 다른 건 정말 다 좋았습니다,2020-08-21
690,봄그리고가을 호텔&리조트,5,직원들이 친절하고 바다 앞이라서 좋네요,직원들이 친절하고 바다 앞이라서 좋네요,2020-08-21
691,봄그리고가을 호텔&리조트,5,수영장최고 다최고 다만 아쉬운점있가면 드라이기바람세기옹...,수영장 최고 다 최고 다만 아쉬운 점 있다면 드라이기 바람세기 옹,2020-08-21
